filename,width,height,class,xmin,ymin,xmax,ymax
36.png,400,257,PK_ID_country,157.0,162.0,201.0,176.0
36.png,400,257,PK_ID_id,119.0,191.0,202.0,206.0
36.png,400,257,PK_ID_dob,213.0,191.0,265.0,206.0
37.PNG,259,194,PK_ID_fn,64.0,46.0,89.0,56.0
37.PNG,259,194,PK_ID_ln,90.0,46.0,108.0,57.0
37.PNG,259,194,PK_ID_country,92.0,120.0,125.0,130.0
37.PNG,259,194,PK_ID_id,66.0,142.0,125.0,152.0
37.PNG,259,194,PK_ID_dob,134.0,142.0,175.0,152.0
38.PNG,1280,800,PK_ID_fn,400.0,185.0,597.0,231.0
38.PNG,1280,800,PK_ID_ln,599.0,185.0,845.0,233.0
38.PNG,1280,800,PK_ID_dob,674.0,606.0,841.0,649.0
38.PNG,1280,800,PK_ID_id,390.0,606.0,642.0,648.0
38.PNG,1280,800,PK_ID_country,512.0,504.0,646.0,555.0
39.PNG,1000,600,PK_ID_fn,273.0,131.0,377.0,170.0
39.PNG,1000,600,PK_ID_ln,383.0,131.0,495.0,173.0
39.PNG,1000,600,PK_ID_country,387.0,404.0,497.0,437.0
39.PNG,1000,600,PK_ID_dob,531.0,483.0,672.0,513.0
39.PNG,1000,600,PK_ID_id,279.0,483.0,503.0,518.0
4.PNG,553,395,PK_PP_fn,191.0,88.0,298.0,103.0
4.PNG,553,395,PK_PP_ln,191.0,69.0,250.0,81.0
4.PNG,553,395,PK_PP_country,190.0,108.0,263.0,122.0
4.PNG,553,395,PK_PP_dob,194.0,128.0,273.0,140.0
4.PNG,553,395,PK_PP_id,369.0,49.0,439.0,64.0
4.PNG,553,395,PK_PP_address,248.0,149.0,304.0,163.0
40.PNG,273,185,PK_ID_fn,73.0,39.0,99.0,48.0
40.PNG,273,185,PK_ID_ln,100.0,39.0,127.0,48.0
40.PNG,273,185,PK_ID_country,98.0,113.0,130.0,124.0
40.PNG,273,185,PK_ID_id,69.0,135.0,130.0,147.0
40.PNG,273,185,PK_ID_dob,139.0,137.0,179.0,149.0
41.PNG,620,480,PK_ID_fn,191.0,162.0,285.0,196.0
41.PNG,620,480,PK_ID_ln,292.0,161.0,358.0,197.0
41.PNG,620,480,PK_ID_country,253.0,311.0,353.0,342.0
41.PNG,620,480,PK_ID_dob,332.0,366.0,436.0,392.0
41.PNG,620,480,PK_ID_id,166.0,367.0,310.0,389.0
42.PNG,1024,660,PK_ID_fn,283.0,160.0,360.0,194.0
42.PNG,1024,660,PK_ID_ln,364.0,158.0,502.0,195.0
42.PNG,1024,660,PK_ID_id,276.0,485.0,478.0,524.0
42.PNG,1024,660,PK_ID_dob,544.0,487.0,667.0,521.0
42.PNG,1024,660,PK_ID_country,400.0,416.0,637.0,449.0
5.PNG,541,378,PK_PP_fn,187.0,73.0,225.0,85.0
5.PNG,541,378,PK_PP_ln,188.0,51.0,233.0,66.0
5.PNG,541,378,PK_PP_country,187.0,93.0,260.0,106.0
5.PNG,541,378,PK_PP_dob,188.0,112.0,267.0,126.0
5.PNG,541,378,PK_PP_address,244.0,131.0,304.0,149.0
5.PNG,541,378,PK_PP_id,369.0,33.0,443.0,48.0
6.PNG,539,381,PK_PP_fn,188.0,76.0,309.0,89.0
6.PNG,539,381,PK_PP_ln,188.0,56.0,235.0,69.0
6.PNG,539,381,PK_PP_country,188.0,97.0,258.0,109.0
6.PNG,539,381,PK_PP_address,245.0,137.0,296.0,151.0
6.PNG,539,381,PK_PP_dob,187.0,115.0,271.0,129.0
6.PNG,539,381,PK_PP_id,347.0,35.0,420.0,49.0
7.PNG,551,380,UK_PP_fn,176.0,105.0,261.0,119.0
7.PNG,551,380,UK_PP_ln,173.0,78.0,220.0,93.0
7.PNG,551,380,UK_PP_country,177.0,130.0,240.0,148.0
7.PNG,551,380,UK_PP_dob,177.0,158.0,305.0,175.0
7.PNG,551,380,UK_PP_address,225.0,186.0,282.0,200.0
7.PNG,551,380,UK_PP_id,356.0,49.0,434.0,68.0
8.PNG,545,387,UK_PP_fn,185.0,110.0,285.0,128.0
8.PNG,545,387,UK_PP_ln,185.0,85.0,213.0,102.0
8.PNG,545,387,UK_PP_country,187.0,138.0,258.0,154.0
8.PNG,545,387,UK_PP_dob,188.0,163.0,322.0,181.0
8.PNG,545,387,UK_PP_address,246.0,188.0,313.0,207.0
8.PNG,545,387,UK_PP_id,348.0,59.0,435.0,77.0
9.PNG,543,374,UK_PP_country,187.0,115.0,252.0,132.0
9.PNG,543,374,UK_PP_fn,185.0,87.0,204.0,105.0
9.PNG,543,374,UK_PP_ln,187.0,60.0,265.0,76.0
9.PNG,543,374,UK_PP_dob,186.0,141.0,321.0,161.0
9.PNG,543,374,UK_PP_address,246.0,167.0,356.0,187.0
9.PNG,543,374,UK_PP_id,394.0,30.0,496.0,47.0
aug1_2_1.PNG,900,900,PK_PP_fn,302.236083984375,560.938720703125,429.9613952636719,588.35693359375
aug1_2_1.PNG,900,900,PK_PP_ln,302.38836669921875,525.9251098632811,354.22979736328125,552.6897583007811
aug1_2_1.PNG,900,900,PK_PP_country,301.08441162109375,594.91796875,416.7821350097656,620.9180297851562
aug1_2_1.PNG,900,900,PK_PP_address,391.4800720214844,665.1228637695312,563.3530883789062,699.0736083984375
aug1_2_1.PNG,900,900,PK_PP_id,577.0939331054688,509.50341796875,688.9337158203125,539.3614501953125
aug1_2_1.PNG,900,900,PK_PP_dob,298.8984375,628.8623657226562,427.5882263183594,655.3161010742188
aug1_4_1.PNG,900,900,PK_PP_fn,297.6521911621094,555.7422485351561,425.9472351074219,587.5452880859375
aug1_4_1.PNG,900,900,PK_PP_ln,298.95660400390625,520.7577514648439,351.5762634277344,549.2544555664061
aug1_4_1.PNG,900,900,PK_PP_country,295.3502197265625,589.659423828125,411.604736328125,619.6278076171875
aug1_4_1.PNG,900,900,PK_PP_address,383.0314636230469,662.9835815429688,555.568115234375,702.84375
aug1_4_1.PNG,900,900,PK_PP_id,574.0330810546875,513.9343872070311,686.5763549804688,547.614013671875
aug1_4_1.PNG,900,900,PK_PP_dob,291.98095703125,623.5068359375,421.2037963867188,654.382080078125
aug1_6_1.PNG,900,900,PK_PP_fn,293.25390625,550.4169921875,421.96234130859375,586.5661010742188
aug1_6_1.PNG,900,900,PK_PP_ln,295.7088317871094,515.504150390625,349.04266357421875,545.6981811523439
aug1_6_1.PNG,900,900,PK_PP_country,289.8044738769531,584.230712890625,406.47412109375,618.1309814453125
aug1_6_1.PNG,900,900,PK_PP_address,374.6644287109375,660.5848388671875,547.6544799804689,706.3057861328125
aug1_6_1.PNG,900,900,PK_PP_id,570.821044921875,518.2874145507811,683.9307250976562,555.7476196289061
aug1_6_1.PNG,900,900,PK_PP_dob,285.2559814453125,617.93994140625,414.8544006347656,653.1990356445312
aug1_8_1.PNG,900,900,PK_PP_fn,289.0466003417969,544.9693603515625,418.0116271972656,585.4204711914062
aug1_8_1.PNG,900,900,PK_PP_ln,292.6490478515625,510.1707763671875,346.6320495605469,542.0253295898439
aug1_8_1.PNG,900,900,PK_PP_country,284.4538879394531,578.638427734375,401.3965148925781,616.4292602539062
aug1_8_1.PNG,900,900,PK_PP_address,366.3891906738281,657.9295043945312,539.6218872070311,709.4556274414062
aug1_8_1.PNG,900,900,PK_PP_id,567.4618530273438,522.5572509765625,681.0000610351562,563.75244140625
aug1_8_1.PNG,900,900,PK_PP_dob,278.73175048828125,612.1683959960938,408.5478515625,651.7684326171875
aug1_10_1.PNG,900,900,PK_PP_fn,285.035400390625,539.406005859375,414.0998840332031,584.1099243164062
aug1_10_1.PNG,900,900,PK_PP_ln,289.7809753417969,504.76409912109375,344.3473815917969,538.2403564453125
aug1_10_1.PNG,900,900,PK_PP_country,279.30499267578125,572.8894653320312,396.3781433105469,614.5247802734375
aug1_10_1.PNG,900,900,PK_PP_address,358.2158203125,655.0208740234375,531.4801025390625,712.289306640625
aug1_10_1.PNG,900,900,PK_PP_id,563.9595336914062,526.7387084960939,677.7880249023438,571.61865234375
aug1_10_1.PNG,900,900,PK_PP_dob,272.41616821289057,606.1992797851562,402.29180908203125,650.092041015625
aug1_12_1.PNG,900,900,PK_PP_fn,281.22515869140625,533.7337646484375,410.23187255859375,582.6359252929688
aug1_12_1.PNG,900,900,PK_PP_ln,287.10809326171875,499.2906799316406,342.1914367675781,534.3478393554689
aug1_12_1.PNG,900,900,PK_PP_country,274.36407470703125,566.9907836914062,391.42510986328125,612.4198608398438
aug1_12_1.PNG,900,900,PK_PP_address,350.1542663574219,651.8624267578125,523.239013671875,714.803466796875
aug1_12_1.PNG,900,900,PK_PP_id,560.318359375,530.82666015625,674.2984008789062,579.336669921875
aug1_12_1.PNG,900,900,PK_PP_dob,266.31692504882807,600.0398559570312,396.0938720703125,648.1718139648438
aug1_14_1.PNG,900,900,PK_PP_fn,277.62057495117193,527.95947265625,406.4123229980469,581.0003662109375
aug1_14_1.PNG,900,900,PK_PP_ln,284.6336975097656,493.7572021484375,340.16680908203125,530.3526000976561
aug1_14_1.PNG,900,900,PK_PP_country,269.6371459960937,560.9495239257811,386.5434265136719,610.1170654296875
aug1_14_1.PNG,900,900,PK_PP_address,342.21435546875,648.4580688476562,514.9087524414061,716.9949951171875
aug1_14_1.PNG,900,900,PK_PP_id,556.5427856445311,534.8161010742189,670.5355834960938,586.8971557617188
aug1_14_1.PNG,900,900,PK_PP_dob,260.44149780273443,593.6976318359375,389.9616394042969,646.0101928710938
aug1_16_1.PNG,900,900,PK_PP_fn,274.22598266601557,522.0902099609375,402.6458740234375,579.2052001953125
aug1_16_1.PNG,900,900,PK_PP_ln,282.3607482910156,488.17041015625,338.2760314941406,526.2594604492189
aug1_16_1.PNG,900,900,PK_PP_country,265.12994384765625,554.7731323242189,381.73907470703125,607.619140625
aug1_16_1.PNG,900,900,PK_PP_address,334.40576171875,644.8119506835938,506.4993591308594,718.8612060546875
aug1_16_1.PNG,900,900,PK_PP_id,552.6373901367189,538.7022705078125,666.5040283203125,594.290771484375
aug1_16_1.PNG,900,900,PK_PP_dob,254.79702758789062,587.1803588867188,383.9025268554688,643.6097412109375
aug1_18_1.PNG,900,900,PK_PP_fn,271.04556274414057,516.1331176757811,398.9371337890625,577.2525634765625
aug1_18_1.PNG,900,900,PK_PP_ln,280.29205322265625,482.5371398925781,336.5213623046875,522.0734252929689
aug1_18_1.PNG,900,900,PK_PP_country,260.84799194335943,548.4690551757811,377.01788330078125,604.9292602539062
aug1_18_1.PNG,900,900,PK_PP_address,326.7380065917969,640.9284057617188,498.0211486816406,720.39990234375
aug1_18_1.PNG,900,900,PK_PP_id,548.6069946289061,542.4803466796875,662.2086791992188,601.5086669921875
aug1_18_1.PNG,900,900,PK_PP_dob,249.39036560058597,580.4959716796875,377.9239807128906,640.973388671875
aug1_20_1.PNG,900,900,PK_PP_fn,268.08316040039057,510.095458984375,395.2905883789063,575.1449584960938
aug1_20_1.PNG,900,900,PK_PP_ln,278.4301147460937,476.86419677734375,334.90496826171875,517.799560546875
aug1_20_1.PNG,900,900,PK_PP_country,256.79647827148443,542.0449829101561,372.3855895996094,602.050537109375
aug1_20_1.PNG,900,900,PK_PP_address,319.2204284667969,636.8123168945312,489.48443603515625,721.609130859375
aug1_20_1.PNG,900,900,PK_PP_id,544.4564208984375,546.1456909179689,657.65478515625,608.5419311523438
aug1_20_1.PNG,900,900,PK_PP_dob,244.2281188964844,573.6525268554688,372.033203125,638.1043701171875
aug1_22_1.PNG,900,900,PK_PP_fn,265.3424072265625,503.9845886230469,391.710693359375,572.8848266601562
aug1_22_1.PNG,900,900,PK_PP_ln,276.7772216796875,471.1585388183594,333.42877197265625,513.4430541992189
aug1_22_1.PNG,900,900,PK_PP_country,252.9803771972656,535.5088500976561,367.8478698730469,598.9866333007812
aug1_22_1.PNG,900,900,PK_PP_address,311.8621826171875,632.4685668945312,480.8996276855469,722.4874267578125
aug1_22_1.PNG,900,900,PK_PP_id,540.1907958984375,549.6939697265625,652.8479614257812,615.382080078125
aug1_22_1.PNG,900,900,PK_PP_dob,239.3165740966797,566.6585083007812,366.2374572753906,635.0061645507812
aug1_24_1.PNG,900,900,PK_PP_fn,262.8265991210937,497.80792236328125,388.2018127441406,570.4750366210938
aug1_24_1.PNG,900,900,PK_PP_ln,275.33535766601557,465.4270935058594,332.0946044921875,509.0093078613281
aug1_24_1.PNG,900,900,PK_PP_country,249.404296875,528.8684692382811,363.41021728515625,595.7412109375
aug1_24_1.PNG,900,900,PK_PP_address,304.6722412109375,627.9025268554688,472.27716064453125,723.0337524414062
aug1_24_1.PNG,900,900,PK_PP_id,535.8152465820311,553.1207885742189,647.7939453125,622.0206909179688
aug1_24_1.PNG,900,900,PK_PP_dob,234.6617126464844,559.5222778320311,360.5437316894531,631.6825561523438
aug1_26_1.PNG,900,900,PK_PP_fn,260.53884887695307,491.5730285644531,384.7682495117188,567.91845703125
aug1_26_1.PNG,900,900,PK_PP_ln,274.1063232421875,459.6768798828125,330.9040832519531,504.503662109375
aug1_26_1.PNG,900,900,PK_PP_country,246.07261657714844,522.1320190429689,359.0780944824219,592.3181762695312
aug1_26_1.PNG,900,900,PK_PP_address,297.65936279296875,623.1197509765625,463.6275329589844,723.2474365234375
aug1_26_1.PNG,900,900,PK_PP_id,531.3351440429689,556.4219360351561,642.4989624023438,628.4497680664062
aug1_26_1.PNG,900,900,PK_PP_dob,230.26919555664062,552.252685546875,354.9590148925781,628.1376342773438
aug1_28_1.PNG,900,900,PK_PP_fn,258.48193359375,485.2874755859375,381.41412353515625,565.2182006835938
aug1_28_1.PNG,900,900,PK_PP_ln,273.091552734375,453.91485595703125,329.8586730957031,499.93157958984375
aug1_28_1.PNG,900,900,PK_PP_country,242.9893798828125,515.3076782226561,354.8567199707031,588.7218017578125
aug1_28_1.PNG,900,900,PK_PP_address,290.83209228515625,618.1260375976562,454.9613342285156,723.1282348632812
aug1_28_1.PNG,900,900,PK_PP_id,526.7559814453125,559.5934448242189,636.9694213867188,634.661376953125
aug1_28_1.PNG,900,900,PK_PP_dob,226.1444091796875,544.8584594726561,349.4900817871094,624.3756713867188
aug1_30_1.PNG,900,900,PK_PP_fn,256.65835571289057,478.9589538574219,378.1435852050781,562.3775024414061
aug1_30_1.PNG,900,900,PK_PP_ln,272.29232788085943,448.1480712890625,328.9596252441406,495.2987060546875
aug1_30_1.PNG,900,900,PK_PP_country,240.1583709716797,508.40380859375,350.75128173828125,584.9563598632812
aug1_30_1.PNG,900,900,PK_PP_address,284.19873046875,612.927490234375,446.2890625,722.6762084960938
aug1_30_1.PNG,900,900,PK_PP_id,522.0833129882811,562.6314086914061,631.2120971679688,640.6480712890625
aug1_30_1.PNG,900,900,PK_PP_dob,222.29234313964844,537.3486938476561,344.1435852050781,620.4012451171875
aug1_32_1.PNG,900,900,PK_PP_fn,255.0703430175781,472.5951232910156,374.9606018066406,559.3999633789061
aug1_32_1.PNG,900,900,PK_PP_ln,271.70962524414057,442.3835144042969,328.20806884765625,490.610595703125
aug1_32_1.PNG,900,900,PK_PP_country,237.5830078125,501.42877197265625,346.7667541503906,581.0265502929688
aug1_32_1.PNG,900,900,PK_PP_address,277.76736450195307,607.5304565429688,437.621337890625,721.8920288085938
aug1_32_1.PNG,900,900,PK_PP_id,517.3228149414061,565.5321655273438,625.2340087890625,646.4024658203125
aug1_32_1.PNG,900,900,PK_PP_dob,218.71771240234372,529.7324829101561,338.92608642578125,616.2191772460938
aug1_34_1.PNG,900,900,PK_PP_fn,253.7198181152344,466.2037658691406,371.8690185546875,556.2891235351561
aug1_34_1.PNG,900,900,PK_PP_ln,271.34414672851557,436.6282653808594,327.6048889160156,485.873046875
aug1_34_1.PNG,900,900,PK_PP_country,235.26644897460938,494.39105224609375,342.90802001953125,576.9370727539062
aug1_34_1.PNG,900,900,PK_PP_address,271.54586791992193,601.9415283203125,428.96868896484375,720.7765502929688
aug1_34_1.PNG,900,900,PK_PP_id,512.4802856445311,568.2921142578125,619.0424194335938,651.9175415039062
aug1_34_1.PNG,900,900,PK_PP_dob,215.4248504638672,522.0191650390625,333.8439025878906,611.8346557617188
aug1_36_1.PNG,900,900,PK_PP_fn,252.60841369628903,459.7926940917969,368.8726501464844,553.048828125
aug1_36_1.PNG,900,900,PK_PP_ln,271.19631958007807,430.8893127441406,327.15081787109375,481.0917663574219
aug1_36_1.PNG,900,900,PK_PP_country,233.2115020751953,487.29925537109375,339.17974853515625,572.6929321289062
aug1_36_1.PNG,900,900,PK_PP_address,265.54177856445307,596.1674194335938,420.3416442871094,719.3311767578125
aug1_36_1.PNG,900,900,PK_PP_id,507.5616149902344,570.9080200195312,612.6448974609375,657.1866455078125
aug1_36_1.PNG,900,900,PK_PP_dob,212.41778564453125,514.2180786132811,328.9032287597656,607.2529296875
aug1_38_1.PNG,900,900,PK_PP_fn,251.73751831054688,453.3696594238281,365.97509765625,549.6829223632811
aug1_38_1.PNG,900,900,PK_PP_ln,271.26632690429693,425.1736145019531,326.846435546875,476.2726135253906
aug1_38_1.PNG,900,900,PK_PP_country,231.42068481445312,480.1620178222656,335.58648681640625,568.29931640625
aug1_38_1.PNG,900,900,PK_PP_address,259.76239013671875,590.2152709960938,411.7507629394531,717.5576782226562
aug1_38_1.PNG,900,900,PK_PP_id,502.5728149414063,573.3765869140625,606.0491943359375,662.2033081054688
aug1_38_1.PNG,900,900,PK_PP_dob,209.7001800537109,506.3387145996094,324.110107421875,602.4796142578125
aug1_40_1.PNG,900,900,PK_PP_fn,251.1081695556641,446.9425354003906,363.179931640625,546.195556640625
aug1_40_1.PNG,900,900,PK_PP_ln,271.55410766601557,419.4881896972656,326.69207763671875,471.4214782714844
aug1_40_1.PNG,900,900,PK_PP_country,229.89617919921875,472.988037109375,332.13262939453125,563.7615966796875
aug1_40_1.PNG,900,900,PK_PP_address,254.21481323242188,584.09228515625,403.2064514160156,715.4581909179688
aug1_40_1.PNG,900,900,PK_PP_id,497.5199890136719,575.69482421875,599.2633666992188,666.96142578125
aug1_40_1.PNG,900,900,PK_PP_dob,207.27536010742188,498.3907470703125,319.4703674316406,597.5205688476562
