filename,width,height,class,xmin,ymin,xmax,ymax
34.PNG,1002,639,PK_ID_id,272.0,493.0,479.0,524.0
34.PNG,1002,639,PK_ID_dob,510.0,492.0,647.0,524.0
35.PNG,1800,1391,PK_ID_fn,506.0,403.0,655.0,464.0
35.PNG,1800,1391,PK_ID_ln,665.0,401.0,870.0,464.0
35.PNG,1800,1391,PK_ID_country,677.0,868.0,866.0,932.0
35.PNG,1800,1391,PK_ID_id,511.0,1009.0,881.0,1066.0
35.PNG,1800,1391,PK_ID_dob,937.0,1010.0,1184.0,1066.0
36.PNG,400,257,PK_ID_fn,119.0,63.0,144.0,75.0
36.PNG,400,257,PK_ID_ln,147.0,62.0,176.0,75.0
36.PNG,400,257,PK_ID_country,157.0,162.0,201.0,176.0
36.PNG,400,257,PK_ID_id,119.0,191.0,202.0,206.0
36.PNG,400,257,PK_ID_address,213.0,191.0,265.0,206.0
37.PNG,259,194,PK_ID_fn,64.0,46.0,89.0,56.0
37.PNG,259,194,PK_ID_ln,90.0,46.0,108.0,57.0
37.PNG,259,194,PK_ID_country,92.0,120.0,125.0,130.0
37.PNG,259,194,PK_ID_id,66.0,142.0,125.0,152.0
37.PNG,259,194,PK_ID_dob,134.0,142.0,175.0,152.0
38.PNG,1280,800,PK_ID_fn,400.0,185.0,597.0,231.0
38.PNG,1280,800,PK_ID_ln,599.0,185.0,845.0,233.0
38.PNG,1280,800,PK_ID_dob,674.0,606.0,841.0,649.0
38.PNG,1280,800,PK_ID_id,390.0,606.0,642.0,648.0
38.PNG,1280,800,PK_ID_country,512.0,504.0,646.0,555.0
39.PNG,1000,600,PK_ID_fn,273.0,131.0,377.0,170.0
39.PNG,1000,600,PK_ID_ln,383.0,131.0,495.0,173.0
39.PNG,1000,600,PK_ID_country,387.0,404.0,497.0,437.0
39.PNG,1000,600,PK_ID_dob,531.0,483.0,672.0,513.0
39.PNG,1000,600,PK_ID_id,279.0,483.0,503.0,518.0
4.PNG,553,395,PK_PP_fn,191.0,88.0,298.0,103.0
4.PNG,553,395,PK_PP_ln,191.0,69.0,250.0,81.0
4.PNG,553,395,PK_PP_country,190.0,108.0,263.0,122.0
4.PNG,553,395,PK_PP_dob,194.0,128.0,273.0,140.0
4.PNG,553,395,PK_PP_id,369.0,49.0,439.0,64.0
4.PNG,553,395,PK_PP_address,248.0,149.0,304.0,163.0
40.PNG,273,185,PK_ID_fn,73.0,39.0,99.0,48.0
40.PNG,273,185,PK_ID_ln,100.0,39.0,127.0,48.0
40.PNG,273,185,PK_ID_country,98.0,113.0,130.0,124.0
40.PNG,273,185,PK_ID_id,69.0,135.0,130.0,147.0
40.PNG,273,185,PK_ID_dob,139.0,137.0,179.0,149.0
5.PNG,541,378,PK_PP_fn,187.0,73.0,225.0,85.0
5.PNG,541,378,PK_PP_ln,188.0,51.0,233.0,66.0
5.PNG,541,378,PK_PP_country,187.0,93.0,260.0,106.0
5.PNG,541,378,PK_PP_dob,188.0,112.0,267.0,126.0
5.PNG,541,378,PK_PP_address,244.0,131.0,304.0,149.0
5.PNG,541,378,PK_PP_id,369.0,33.0,443.0,48.0
6.PNG,539,381,PK_PP_fn,188.0,76.0,309.0,89.0
6.PNG,539,381,PK_PP_ln,188.0,56.0,235.0,69.0
6.PNG,539,381,PK_PP_country,188.0,97.0,258.0,109.0
6.PNG,539,381,PK_PP_address,245.0,137.0,296.0,151.0
6.PNG,539,381,PK_PP_dob,187.0,115.0,271.0,129.0
6.PNG,539,381,PK_PP_id,347.0,35.0,420.0,49.0
7.PNG,551,380,UK_PP_fn,176.0,105.0,261.0,119.0
7.PNG,551,380,UK_PP_ln,173.0,78.0,220.0,93.0
7.PNG,551,380,UK_PP_country,177.0,130.0,240.0,148.0
7.PNG,551,380,UK_PP_dob,177.0,158.0,305.0,175.0
7.PNG,551,380,UK_PP_address,225.0,186.0,282.0,200.0
7.PNG,551,380,UK_PP_id,356.0,49.0,434.0,68.0
8.PNG,545,387,UK_PP_fn,185.0,110.0,285.0,128.0
8.PNG,545,387,UK_PP_ln,185.0,85.0,213.0,102.0
8.PNG,545,387,UK_PP_country,187.0,138.0,258.0,154.0
8.PNG,545,387,UK_PP_dob,188.0,163.0,322.0,181.0
8.PNG,545,387,UK_PP_address,246.0,188.0,313.0,207.0
8.PNG,545,387,UK_PP_id,348.0,59.0,435.0,77.0
aug1_4_12.PNG,543,369,UK_PP_fn,181.987548828125,80.57575988769531,255.85606384277344,100.6314468383789
aug1_4_12.PNG,543,369,UK_PP_ln,183.9407196044922,53.64153289794922,333.5543518066406,78.00114440917969
aug1_4_12.PNG,543,369,UK_PP_country,177.0416717529297,104.30802917480469,246.20140075683594,128.00518798828125
aug1_4_12.PNG,543,369,UK_PP_dob,176.22557067871094,134.30470275878906,311.94305419921875,158.68528747558594
aug1_4_12.PNG,543,369,UK_PP_address,234.98428344726562,165.49407958984375,310.05963134765625,188.61221313476562
aug1_4_12.PNG,543,369,UK_PP_id,389.2574462890625,38.94249725341797,494.1899719238281,63.155757904052734
aug1_24_12.PNG,543,369,UK_PP_fn,217.8121795654297,56.585968017578125,290.60205078125,99.98092651367188
aug1_24_12.PNG,543,369,UK_PP_ln,229.2008056640625,31.92024040222168,371.0133972167969,105.31363677978516
aug1_24_12.PNG,543,369,UK_PP_country,203.68292236328125,77.29084777832031,273.5320129394531,122.30630493164062
aug1_24_12.PNG,543,369,UK_PP_dob,194.0213165283203,105.10395050048828,323.45098876953125,173.71658325195312
aug1_24_12.PNG,543,369,UK_PP_address,237.5454864501953,154.5806121826172,312.4691162109375,201.12294006347656
aug1_24_12.PNG,543,369,UK_PP_id,426.13922119140625,88.40169525146484,528.0625,146.23257446289062
aug1_44_12.PNG,543,369,UK_PP_fn,260.11236572265625,48.02449417114258,323.0440368652344,109.52465057373047
aug1_44_12.PNG,543,369,UK_PP_ln,279.56280517578125,28.602319717407227,396.4696350097656,142.1771697998047
aug1_44_12.PNG,543,369,UK_PP_country,238.50390625,63.204673767089844,300.6175231933594,124.10890197753906
aug1_44_12.PNG,543,369,UK_PP_dob,221.16213989257812,85.47953033447266,328.69287109375,190.0485076904297
aug1_44_12.PNG,543,369,UK_PP_address,244.2021026611328,147.27586364746094,309.9371032714844,211.62869262695312
aug1_44_12.PNG,543,369,UK_PP_id,444.3692321777344,149.45176696777344,530.98974609375,233.92501831054688
aug1_64_12.PNG,543,369,UK_PP_fn,303.78607177734375,55.923980712890625,349.2690734863281,128.11151123046875
aug1_64_12.PNG,543,369,UK_PP_ln,328.9523010253906,44.08795928955078,406.85272216796875,184.14547729492188
aug1_64_12.PNG,543,369,UK_PP_country,277.3047180175781,63.74850845336914,324.1910400390625,133.195556640625
aug1_64_12.PNG,543,369,UK_PP_dob,254.37445068359375,77.7984390258789,327.0364685058594,205.71119689941406
aug1_64_12.PNG,543,369,UK_PP_address,254.15126037597656,144.4608917236328,302.7690124511719,218.86233520507812
aug1_64_12.PNG,543,369,UK_PP_id,441.7486572265625,214.72918701171875,502.6187438964844,315.65606689453125
aug1_84_12.PNG,543,369,UK_PP_fn,343.5655822753906,79.33163452148438,366.1139831542969,153.49966430664062
aug1_84_12.PNG,543,369,UK_PP_ln,371.4122009277344,76.50936889648438,400.9102478027344,226.15652465820312
aug1_84_12.PNG,543,369,UK_PP_country,315.4053955078125,78.85675048828125,341.40924072265625,148.47027587890625
aug1_84_12.PNG,543,369,UK_PP_dob,289.65234375,82.98712921142578,318.6815185546875,218.8155059814453
aug1_84_12.PNG,543,369,UK_PP_address,266.19293212890625,146.47523498535156,291.8294372558594,221.9513702392578
aug1_84_12.PNG,543,369,UK_PP_id,418.59356689453125,276.3605041503906,446.37139892578125,369.0
aug1_104_12.PNG,543,369,UK_PP_fn,356.9926452636719,111.7953109741211,389.2073669433594,186.2557373046875
aug1_104_12.PNG,543,369,UK_PP_ln,365.77484130859375,118.56912994384766,415.4053649902344,266.53009033203125
aug1_104_12.PNG,543,369,UK_PP_country,331.7597351074219,102.11061096191406,366.64605712890625,172.68724060058594
aug1_104_12.PNG,543,369,UK_PP_dob,290.08135986328125,96.79093933105469,337.2952575683594,231.40969848632812
aug1_104_12.PNG,543,369,UK_PP_address,260.97247314453125,148.72132873535156,296.34002685546875,224.8778076171875
aug1_104_12.PNG,543,369,UK_PP_id,352.5369567871094,322.7994384765625,394.1918640136719,369.0
aug1_124_12.PNG,543,369,UK_PP_fn,352.4774475097656,151.4603271484375,405.7341003417969,220.3679656982422
aug1_124_12.PNG,543,369,UK_PP_ln,333.19183349609375,167.1177215576172,428.11810302734375,298.4730224609375
aug1_124_12.PNG,543,369,UK_PP_country,333.7379455566406,133.31581115722656,387.5147705078125,200.31503295898438
aug1_124_12.PNG,543,369,UK_PP_dob,274.1578369140625,119.6058349609375,362.0844421386719,239.91380310058594
aug1_124_12.PNG,543,369,UK_PP_address,249.28671264648438,153.40133666992188,305.58966064453125,224.8155975341797
aug1_124_12.PNG,543,369,UK_PP_id,265.83514404296875,350.7803955078125,338.0848388671875,369.0
aug1_144_12.PNG,543,369,UK_PP_fn,338.1951599121094,195.11041259765625,406.0701904296875,250.15399169921875
aug1_144_12.PNG,543,369,UK_PP_ln,293.1678466796875,217.7628936767578,421.9403991699219,316.66912841796875
aug1_144_12.PNG,543,369,UK_PP_country,328.2093200683594,170.694580078125,394.390380859375,226.03529357910156
aug1_144_12.PNG,543,369,UK_PP_dob,257.91375732421875,150.2479248046875,375.94781494140625,241.73419189453125
aug1_144_12.PNG,543,369,UK_PP_address,240.28018188476562,161.83230590820312,310.7275695800781,219.89073181152344
aug1_144_12.PNG,543,369,UK_PP_id,179.8165740966797,358.70550537109375,273.9466857910156,369.0
aug1_164_12.PNG,543,369,UK_PP_fn,315.86846923828125,237.48072814941406,390.1751403808594,272.02117919921875
aug1_164_12.PNG,543,369,UK_PP_ln,250.53042602539062,264.39605712890625,397.6173400878906,318.9236755371094
aug1_164_12.PNG,543,369,UK_PP_country,315.8407287597656,209.7384796142578,386.4436340332031,246.74578857421875
aug1_164_12.PNG,543,369,UK_PP_dob,243.308349609375,185.0213165283203,377.2132263183594,236.6512908935547
aug1_164_12.PNG,543,369,UK_PP_address,235.0392303466797,172.99734497070312,311.1340637207031,210.6972198486328
aug1_164_12.PNG,543,369,UK_PP_id,104.85639190673828,345.6188659667969,209.51344299316406,369.0
aug1_184_12.PNG,543,369,UK_PP_fn,287.1439208984375,268.3685607910156,361.012451171875,288.4242248535156
aug1_184_12.PNG,543,369,UK_PP_ln,209.44564819335938,290.9988708496094,359.05926513671875,315.35845947265625
aug1_184_12.PNG,543,369,UK_PP_country,296.7986145019531,240.99481201171875,365.9583435058594,264.69195556640625
aug1_184_12.PNG,543,369,UK_PP_dob,231.05694580078125,210.31471252441406,366.7744445800781,234.69529724121094
aug1_184_12.PNG,543,369,UK_PP_address,232.94036865234375,180.38778686523438,308.0157165527344,203.50592041015625
aug1_184_12.PNG,543,369,UK_PP_id,48.810020446777344,305.84423828125,153.74253845214844,330.0574951171875
aug1_204_12.PNG,543,369,UK_PP_fn,252.39794921875,269.0190734863281,325.18780517578125,312.4140319824219
aug1_204_12.PNG,543,369,UK_PP_ln,171.98660278320312,263.6863708496094,313.7991943359375,337.07977294921875
aug1_204_12.PNG,543,369,UK_PP_country,269.4679870605469,246.69369506835938,339.31707763671875,291.7091369628906
aug1_204_12.PNG,543,369,UK_PP_dob,219.5489959716797,195.28341674804688,348.97869873046875,263.89605712890625
aug1_204_12.PNG,543,369,UK_PP_address,230.5308837890625,167.87705993652344,305.45452880859375,214.4193878173828
aug1_204_12.PNG,543,369,UK_PP_id,14.937515258789062,222.76742553710938,116.86076354980469,280.5982971191406
aug1_224_12.PNG,543,369,UK_PP_fn,219.95594787597656,259.475341796875,282.88763427734375,320.9754943847656
aug1_224_12.PNG,543,369,UK_PP_ln,146.5303497314453,226.8228302001953,263.43719482421875,340.3976745605469
aug1_224_12.PNG,543,369,UK_PP_country,242.38247680664062,244.89109802246094,304.49609375,305.7953186035156
aug1_224_12.PNG,543,369,UK_PP_dob,214.30711364746094,178.9514923095703,321.8378601074219,283.5204772949219
aug1_224_12.PNG,543,369,UK_PP_address,233.06289672851562,157.37130737304688,298.7978820800781,221.72413635253906
aug1_224_12.PNG,543,369,UK_PP_id,12.010232925415039,135.07498168945312,98.63076782226562,219.54823303222656
aug1_244_12.PNG,543,369,UK_PP_fn,193.73092651367188,240.88848876953125,239.21392822265625,313.0760192871094
aug1_244_12.PNG,543,369,UK_PP_ln,136.14727783203125,184.85452270507812,214.04769897460938,324.91204833984375
aug1_244_12.PNG,543,369,UK_PP_country,218.8089599609375,235.804443359375,265.6952819824219,305.2514953613281
aug1_244_12.PNG,543,369,UK_PP_dob,215.9635467529297,163.28880310058594,288.62554931640625,291.2015686035156
aug1_244_12.PNG,543,369,UK_PP_address,240.23098754882812,150.13766479492188,288.8487243652344,224.5391082763672
aug1_244_12.PNG,543,369,UK_PP_id,40.38124465942383,53.34392547607422,101.2513427734375,154.27081298828125
aug1_264_12.PNG,543,369,UK_PP_fn,176.88600158691406,215.50033569335938,199.43441772460938,289.6683654785156
aug1_264_12.PNG,543,369,UK_PP_ln,142.08975219726562,142.84347534179688,171.58779907226562,292.4906311035156
aug1_264_12.PNG,543,369,UK_PP_country,201.59075927734375,220.52972412109375,227.5946044921875,290.14324951171875
aug1_264_12.PNG,543,369,UK_PP_dob,224.3184814453125,150.1844940185547,253.34765625,286.01287841796875
aug1_264_12.PNG,543,369,UK_PP_address,251.1705780029297,147.0486297607422,276.80706787109375,222.52476501464844
aug1_264_12.PNG,543,369,UK_PP_id,96.62859344482422,0.0,124.40642547607422,92.63949584960938
aug1_284_12.PNG,543,369,UK_PP_fn,153.79263305664062,182.7442626953125,186.00735473632812,257.2046813964844
aug1_284_12.PNG,543,369,UK_PP_ln,127.59464263916016,102.46990203857422,177.2251434326172,250.43087768554688
aug1_284_12.PNG,543,369,UK_PP_country,176.3539581298828,196.31275939941406,211.24026489257812,266.8893737792969
aug1_284_12.PNG,543,369,UK_PP_dob,205.7047576904297,137.59030151367188,252.91864013671875,272.20904541015625
aug1_284_12.PNG,543,369,UK_PP_address,246.65997314453125,144.1221923828125,282.02752685546875,220.27867126464844
aug1_284_12.PNG,543,369,UK_PP_id,148.80813598632812,0.0,190.46304321289062,46.20057678222656
aug1_304_12.PNG,543,369,UK_PP_fn,137.2659149169922,148.6320343017578,190.52255249023438,217.5396728515625
aug1_304_12.PNG,543,369,UK_PP_ln,114.88189697265625,70.52696990966797,209.80816650390625,201.8822784423828
aug1_304_12.PNG,543,369,UK_PP_country,155.48524475097656,168.68496704101562,209.26206970214844,235.68418884277344
aug1_304_12.PNG,543,369,UK_PP_dob,180.91555786132812,129.08619689941406,268.8421630859375,249.3941650390625
aug1_304_12.PNG,543,369,UK_PP_address,237.41033935546875,144.1844024658203,293.7132873535156,215.59866333007812
aug1_304_12.PNG,543,369,UK_PP_id,204.9151611328125,0.0,277.16485595703125,18.21959114074707
aug1_324_12.PNG,543,369,UK_PP_fn,136.9298095703125,118.84600830078125,204.80484008789062,173.88958740234375
aug1_324_12.PNG,543,369,UK_PP_ln,121.05961608886719,52.33087158203125,249.83213806152344,151.2371063232422
aug1_324_12.PNG,543,369,UK_PP_country,148.60960388183594,142.96470642089844,214.79067993164062,198.305419921875
aug1_324_12.PNG,543,369,UK_PP_dob,167.05218505859375,127.26581573486328,285.08624267578125,218.7520751953125
aug1_324_12.PNG,543,369,UK_PP_address,232.27243041992188,149.10926818847656,302.7198181152344,207.16769409179688
aug1_324_12.PNG,543,369,UK_PP_id,269.0533142089844,0.0,363.18341064453125,10.294480323791504
aug1_344_12.PNG,543,369,UK_PP_fn,152.82485961914062,96.97882843017578,227.13153076171875,131.51927185058594
aug1_344_12.PNG,543,369,UK_PP_ln,145.38265991210938,50.07632064819336,292.4695739746094,104.60395050048828
aug1_344_12.PNG,543,369,UK_PP_country,156.55638122558594,122.25420379638672,227.15928649902344,159.2615203857422
aug1_344_12.PNG,543,369,UK_PP_dob,165.78675842285156,132.3487091064453,299.691650390625,183.9786834716797
aug1_344_12.PNG,543,369,UK_PP_address,231.86593627929688,158.3027801513672,307.96075439453125,196.00265502929688
aug1_344_12.PNG,543,369,UK_PP_id,333.486572265625,0.0,438.14361572265625,23.38112449645996
aug1_4_13.PNG,549,374,UK_PP_fn,187.38729858398438,88.77163696289062,267.4504699707031,112.2385482788086
aug1_4_13.PNG,549,374,UK_PP_ln,189.2009735107422,60.839839935302734,242.4694366455078,84.41845703125
aug1_4_13.PNG,549,374,UK_PP_country,185.36436462402344,117.70098876953125,255.451904296875,140.4703369140625
aug1_4_13.PNG,549,374,UK_PP_dob,183.5507049560547,144.63522338867188,328.3857727050781,171.6387481689453
aug1_4_13.PNG,549,374,UK_PP_address,239.5957489013672,173.6201934814453,325.6443176269531,197.50564575195312
aug1_4_13.PNG,549,374,UK_PP_id,405.8396911621094,47.90568923950195,509.774658203125,72.0491943359375
aug1_24_13.PNG,549,374,UK_PP_fn,220.09555053710938,65.33068084716797,299.5869140625,113.90669250488281
aug1_24_13.PNG,549,374,UK_PP_ln,230.67071533203125,39.75140380859375,286.309814453125,79.17262268066406
aug1_24_13.PNG,549,374,UK_PP_country,208.30020141601562,91.82349395751953,278.6560974121094,136.33213806152344
aug1_24_13.PNG,549,374,UK_PP_dob,197.72503662109375,116.48922729492188,336.19012451171875,190.58956909179688
aug1_24_13.PNG,549,374,UK_PP_address,240.13552856445312,162.9185791015625,325.108154296875,213.9350128173828
aug1_24_13.PNG,549,374,UK_PP_id,439.69183349609375,101.62051391601562,540.7015380859375,159.04466247558594
aug1_44_13.PNG,549,374,UK_PP_fn,259.36578369140625,56.56483840942383,328.6974792480469,124.3909683227539
aug1_44_13.PNG,549,374,UK_PP_ln,277.4269104003906,36.42332458496094,328.7257385253906,86.93235778808594
aug1_44_13.PNG,549,374,UK_PP_country,239.22068786621094,77.42568969726562,301.3589782714844,138.30523681640625
aug1_44_13.PNG,549,374,UK_PP_dob,221.15957641601562,96.84786987304688,336.5537109375,209.10745239257812
aug1_44_13.PNG,549,374,UK_PP_address,244.82017517089844,155.12155151367188,318.4678955078125,227.11563110351562
aug1_44_13.PNG,549,374,UK_PP_id,453.619384765625,165.63336181640625,539.5205688476562,249.4119415283203
aug1_64_13.PNG,549,374,UK_PP_fn,300.46142578125,63.53140640258789,351.2710266113281,142.42681884765625
aug1_64_13.PNG,549,374,UK_PP_ln,323.830078125,51.25701141357422,364.60125732421875,106.76172637939453
aug1_64_13.PNG,549,374,UK_PP_country,274.3963928222656,76.24417114257812,320.8222961425781,146.15164184570312
aug1_64_13.PNG,549,374,UK_PP_dob,251.0277557373047,88.08019256591797,329.4327087402344,224.95884704589844
aug1_64_13.PNG,549,374,UK_PP_address,253.0846405029297,151.16952514648438,306.52447509765625,235.45770263671875
aug1_64_13.PNG,549,374,UK_PP_id,445.9424743652344,232.2233428955078,506.37420654296875,332.2514343261719
aug1_84_13.PNG,549,374,UK_PP_fn,338.4257507324219,85.39010620117188,364.5848693847656,165.83885192871094
aug1_84_13.PNG,549,374,UK_PP_ln,364.2832946777344,82.46331024169922,389.6092224121094,136.26901245117188
aug1_84_13.PNG,549,374,UK_PP_country,309.5845947265625,88.42143249511719,334.6984558105469,158.92495727539062
aug1_84_13.PNG,549,374,UK_PP_dob,283.7270202636719,91.24369812011719,315.6860046386719,236.23184204101562
aug1_84_13.PNG,549,374,UK_PP_address,263.93212890625,151.5391845703125,290.7184143066406,237.95504760742188
aug1_84_13.PNG,549,374,UK_PP_id,417.58709716796875,293.3587341308594,445.2604064941406,374.0
aug1_104_13.PNG,549,374,UK_PP_fn,349.5678405761719,115.14986419677734,386.1449890136719,196.15782165527344
aug1_104_13.PNG,549,374,UK_PP_ln,381.3274230957031,121.43983459472656,413.3132629394531,176.73365783691406
aug1_104_13.PNG,549,374,UK_PP_country,323.8484802246094,108.1341323852539,358.00640869140625,179.4391326904297
aug1_104_13.PNG,549,374,UK_PP_dob,280.4766540527344,101.84416198730469,331.80841064453125,245.67941284179688
aug1_104_13.PNG,549,374,UK_PP_address,255.49087524414062,151.8313446044922,293.5195617675781,238.66107177734375
aug1_104_13.PNG,549,374,UK_PP_id,347.05535888671875,337.5530090332031,388.46832275390625,374.0
aug1_124_13.PNG,549,374,UK_PP_fn,343.39788818359375,151.69430541992188,402.4967956542969,227.2537384033203
aug1_124_13.PNG,549,374,UK_PP_ln,380.0510559082031,166.2333221435547,425.7098388671875,220.52713012695312
aug1_124_13.PNG,549,374,UK_PP_country,324.9477233886719,135.4777069091797,378.4547119140625,202.74676513671875
aug1_124_13.PNG,549,374,UK_PP_dob,261.4532775878906,120.93869018554688,356.0707092285156,249.82638549804688
