filename,width,height,class,xmin,ymin,xmax,ymax
aug1_16_1.png,900,900,Id number,549.7536010742188,538.8366088867188,669.1121826171875,595.1177368164062
aug1_20_1.png,900,900,Last Name,280.6515197753906,480.3673095703125,340.4567565917969,519.2539672851562
aug1_20_1.png,900,900,First Name,270.6465759277344,511.7192077636719,399.64703369140625,574.9756469726562
aug1_20_1.png,900,900,Dob,243.28842163085938,575.1898803710938,374.1682434082031,639.1304321289062
aug1_20_1.png,900,900,Address,321.44183349609375,642.19482421875,491.5331115722656,722.0375366210938
aug1_20_1.png,900,900,Country,253.0377197265625,542.5563354492188,372.6412353515625,602.392578125
aug1_20_1.png,900,900,Id number,541.6373291015625,546.059326171875,660.1318969726562,609.5679931640625
aug1_24_1.png,900,900,Last Name,277.5691833496094,468.981201171875,337.26922607421875,510.94293212890625
aug1_24_1.png,900,900,First Name,265.4671630859375,499.5349426269531,392.3628234863281,570.681640625
aug1_24_1.png,900,900,Dob,233.74815368652344,560.942626953125,362.47088623046875,632.9027709960938
aug1_24_1.png,900,900,Address,306.90606689453125,633.2837524414062,473.89764404296875,723.7471923828125
aug1_24_1.png,900,900,Country,245.7501220703125,529.068603515625,363.51031494140625,596.14794921875
aug1_24_1.png,900,900,Id number,533.0745849609375,552.8140869140625,650.1278686523438,623.2409057617188
aug1_28_1.png,900,900,Last Name,275.3269348144531,457.50262451171875,334.6308898925781,502.3349304199219
aug1_28_1.png,900,900,First Name,261.1867980957031,487.109375,385.3594055175781,565.7996215820312
aug1_28_1.png,900,900,Dob,225.26145935058594,546.1548461914062,351.1999816894531,625.7840576171875
aug1_28_1.png,900,900,Address,293.06744384765625,623.479736328125,456.145751953125,724.1231689453125
aug1_28_1.png,900,900,Country,239.4575958251953,515.1957397460938,354.8007507324219,589.1912841796875
aug1_28_1.png,900,900,Id number,524.107177734375,559.0679321289062,639.1488037109375,636.06982421875
aug1_32_1.png,900,900,Last Name,273.9356384277344,445.9875183105469,332.5546569824219,493.47198486328125
aug1_32_1.png,900,900,First Name,257.8262939453125,474.5030212402344,378.6709289550781,560.3534545898438
aug1_32_1.png,900,900,Dob,217.86965942382812,530.898681640625,340.410400390625,617.8089599609375
aug1_32_1.png,900,900,Address,279.9933776855469,612.83056640625,438.3639221191406,723.1636352539062
aug1_32_1.png,900,900,Country,234.19081115722656,501.00518798828125,346.5549621582031,581.5564575195312
aug1_32_1.png,900,900,Id number,514.7786254882812,564.7904663085938,627.2482299804688,647.9921875
aug1_36_1.png,900,900,Last Name,273.4021301269531,434.4919128417969,331.0505676269531,484.3972473144531
aug1_36_1.png,900,900,First Name,255.4020233154297,461.77728271484375,372.3299255371094,554.3696899414062
aug1_36_1.png,900,900,Dob,211.60877990722656,515.248291015625,330.15472412109375,609.0162963867188
aug1_36_1.png,900,900,Address,267.7475891113281,601.3880615234375,420.6387939453125,720.873291015625
aug1_36_1.png,900,900,Country,229.97543334960938,486.566162109375,338.81317138671875,573.2807006835938
aug1_36_1.png,900,900,Id number,505.1345520019531,569.9536743164062,614.4841918945312,658.949951171875
aug1_40_1.png,900,900,Last Name,273.72900390625,423.0718994140625,330.1260070800781,475.1549377441406
aug1_40_1.png,900,900,First Name,253.9258270263672,448.994140625,366.36737060546875,547.87744140625
aug1_40_1.png,900,900,Dob,206.50930786132812,499.2800598144531,320.4829406738281,599.4489135742188
aug1_40_1.png,900,900,Address,256.3896789550781,589.2080688476562,403.05670166015625,717.2633056640625
aug1_40_1.png,900,900,Country,226.83200073242188,471.948974609375,331.61309814453125,564.4043579101562
aug1_40_1.png,900,900,Id number,495.22186279296875,574.5325317382812,600.9187622070312,668.8897705078125
aug1_44_1.png,900,900,Last Name,274.91461181640625,411.7830505371094,329.78546142578125,465.7900695800781
aug1_44_1.png,900,900,First Name,253.40489196777344,436.2159118652344,360.8122253417969,540.9083251953125
aug1_44_1.png,900,900,Dob,202.59609985351562,483.0717468261719,311.442138671875,589.1534423828125
aug1_44_1.png,900,900,Address,245.9750518798828,576.349853515625,385.70330810546875,712.3511962890625
aug1_44_1.png,900,900,Country,224.7758026123047,457.2248840332031,324.98974609375,554.9706420898438
aug1_44_1.png,900,900,Id number,485.0888366699219,578.504638671875,586.6180419921875,677.76318359375
aug1_48_1.png,900,900,Last Name,276.9532470703125,400.680419921875,330.0306091308594,456.3482666015625
aug1_48_1.png,900,900,First Name,253.84173583984375,423.5048522949219,355.6916198730469,533.4962768554688
aug1_48_1.png,900,900,Dob,199.8882293701172,466.7023010253906,303.07635498046875,578.1799926757812
aug1_48_1.png,900,900,Address,236.5543975830078,562.8760375976562,368.6631774902344,706.1609497070312
aug1_48_1.png,900,900,Country,223.81689453125,442.465576171875,318.9754638671875,545.0255737304688
aug1_48_1.png,900,900,Id number,474.78485107421875,581.8507080078125,571.6517333984375,685.5269165039062
aug1_52_1.png,900,900,Last Name,279.8349304199219,389.8180236816406,330.8601989746094,446.8755187988281
aug1_52_1.png,900,900,First Name,255.2342529296875,410.9228820800781,351.03045654296875,525.677490234375
aug1_52_1.png,900,900,Dob,198.39886474609375,450.25146484375,295.4263916015625,566.5821533203125
aug1_52_1.png,900,900,Address,228.1736297607422,548.8523559570312,352.019287109375,698.7227172851562
aug1_52_1.png,900,900,Country,223.9599151611328,427.7429504394531,313.5995178222656,534.6174926757812
aug1_52_1.png,900,900,Id number,464.3601379394531,584.5543823242188,556.0927734375,692.1431884765625
aug1_56_1.png,900,900,Last Name,283.545654296875,379.2488708496094,332.270263671875,437.41802978515625
aug1_56_1.png,900,900,First Name,257.5756530761719,398.5312805175781,346.8514709472656,517.489990234375
aug1_56_1.png,900,900,Dob,198.13528442382812,433.7994384765625,288.5295104980469,554.416259765625
aug1_56_1.png,900,900,Address,220.87356567382812,534.3470458984375,335.852783203125,690.07275390625
aug1_56_1.png,900,900,Country,225.2041778564453,413.1287841796875,308.8880920410156,523.7971801757812
aug1_56_1.png,900,900,Id number,453.8654479980469,586.6026000976562,540.0169677734375,697.5797729492188
aug1_60_1.png,900,900,Last Name,288.06732177734375,369.0243835449219,334.2538757324219,428.0218200683594
aug1_60_1.png,900,900,First Name,260.8545227050781,386.3904113769531,343.1750183105469,508.9737243652344
aug1_60_1.png,900,900,Dob,199.09877014160156,417.42633056640625,282.4192810058594,541.74169921875
aug1_60_1.png,900,900,Address,214.68980407714844,519.4307861328125,320.24237060546875,680.253173828125
aug1_60_1.png,900,900,Country,227.5436248779297,398.69427490234375,304.8641357421875,512.6173095703125
aug1_60_1.png,900,900,Id number,443.3519287109375,587.9852294921875,523.5025634765625,701.8101806640625
aug1_64_1.png,900,900,Last Name,293.3779296875,359.1944274902344,336.8013916015625,418.7326965332031
aug1_64_1.png,900,900,First Name,265.05487060546875,374.5594787597656,340.0190124511719,500.17010498046875
aug1_64_1.png,900,900,Dob,201.28460693359375,401.2118835449219,277.12548828125,528.6201171875
aug1_64_1.png,900,900,Address,209.65243530273438,504.17626953125,305.2641296386719,669.3118286132812
aug1_64_1.png,900,900,Country,230.96685791015625,384.50970458984375,301.5472717285156,501.13238525390625
aug1_64_1.png,900,900,Id number,432.8708190917969,588.6956176757812,506.6300964355469,704.8137817382812
aug1_68_1.png,900,900,Last Name,299.4515686035156,349.8068542480469,339.900390625,409.59588623046875
aug1_68_1.png,900,900,First Name,270.1562805175781,363.0960388183594,337.3988037109375,491.1220703125
aug1_68_1.png,900,900,Dob,204.6821746826172,385.23516845703125,272.6739196777344,515.1155395507812
aug1_68_1.png,900,900,Address,205.78602600097656,488.6578369140625,290.9909973144531,657.302001953125
aug1_68_1.png,900,900,Country,235.45721435546875,370.6441650390625,298.95367431640625,489.39837646484375
aug1_68_1.png,900,900,Id number,422.47314453125,588.7303466796875,489.4817199707031,706.5759887695312
aug1_72_1.png,900,900,Last Name,306.2586669921875,340.90740966796875,343.5357971191406,400.6559143066406
aug1_72_1.png,900,900,First Name,276.13385009765625,352.0560302734375,335.32720947265625,481.87371826171875
aug1_72_1.png,900,900,Dob,209.27488708496094,369.573974609375,269.0862731933594,501.29376220703125
aug1_72_1.png,900,900,Address,203.10939025878906,472.9510498046875,277.4925842285156,644.2822265625
aug1_72_1.png,900,900,Country,240.99278259277344,357.165283203125,297.095947265625,477.472412109375
aug1_72_1.png,900,900,Id number,412.2095947265625,588.089111328125,472.1409912109375,707.0881958007812
aug1_76_1.png,900,900,Last Name,313.76605224609375,332.5394592285156,347.68988037109375,391.95635986328125
aug1_76_1.png,900,900,First Name,282.95849609375,341.4931640625,333.81427001953125,472.47003173828125
aug1_76_1.png,900,900,Dob,215.0404052734375,354.3045959472656,266.3800048828125,487.2220764160156
aug1_76_1.png,900,900,Address,201.63558959960938,457.1324768066406,264.8345947265625,630.31591796875
aug1_76_1.png,900,900,Country,247.54661560058594,344.1386413574219,295.983154296875,465.4125671386719
aug1_76_1.png,900,900,Id number,402.130126953125,586.7752075195312,454.6923828125,706.3478393554688
aug1_80_1.png,900,900,Last Name,321.9371337890625,324.7437438964844,352.3424072265625,383.5395812988281
aug1_80_1.png,900,900,First Name,290.5969543457031,331.4589538574219,332.86737060546875,462.9569091796875
aug1_80_1.png,900,900,Dob,221.95062255859375,339.5014343261719,264.5683288574219,472.9690246582031
aug1_80_1.png,900,900,Address,201.37179565429688,441.27911376953125,253.07870483398438,615.4711303710938
aug1_80_1.png,900,900,Country,255.0867919921875,331.6277770996094,295.6207275390625,453.2776794433594
aug1_80_1.png,900,900,Id number,392.2839050292969,584.7948608398438,437.2209167480469,704.3585815429688
aug1_84_1.png,900,900,Last Name,330.7321472167969,317.55828857421875,357.470703125,375.44659423828125
aug1_84_1.png,900,900,First Name,299.0119934082031,322.0022277832031,332.4911193847656,453.3806457519531
aug1_84_1.png,900,900,Dob,229.97186279296875,325.23663330078125,263.6600646972656,458.60406494140625
aug1_84_1.png,900,900,Address,202.3192901611328,425.46826171875,242.28219604492188,599.8201904296875
aug1_84_1.png,900,900,Country,263.5765380859375,319.693603515625,296.0104064941406,441.1268005371094
aug1_84_1.png,900,900,Id number,382.7188415527344,582.1578979492188,419.81170654296875,701.130126953125
aug1_88_1.png,900,900,Last Name,340.1082458496094,311.01806640625,363.0498046875,367.7168273925781
aug1_88_1.png,900,900,First Name,308.1626281738281,313.16912841796875,332.6873779296875,443.7879333496094
aug1_88_1.png,900,900,Dob,239.0650634765625,311.57965087890625,263.65960693359375,444.19720458984375
aug1_88_1.png,900,900,Address,204.4734649658203,409.77691650390625,232.4976806640625,583.4393310546875
aug1_88_1.png,900,900,Country,272.97454833984375,308.394287109375,297.1502990722656,429.0191650390625
aug1_88_1.png,900,900,Id number,373.4815673828125,578.8770141601562,402.5495910644531,696.67822265625
aug1_92_1.png,900,900,Last Name,348.0653076171875,304.42205810546875,371.00689697265625,361.1208190917969
aug1_92_1.png,900,900,First Name,313.46734619140625,304.3046569824219,337.9920959472656,434.9234619140625
aug1_92_1.png,900,900,Dob,244.5791778564453,297.8990478515625,269.1737365722656,430.5166015625
aug1_92_1.png,900,900,Address,201.78619384765625,393.5137634277344,229.81040954589844,567.1761474609375
aug1_92_1.png,900,900,Country,279.04705810546875,297.0868225097656,303.2228088378906,417.71173095703125
aug1_92_1.png,900,900,Id number,360.53387451171875,574.0957641601562,389.60186767578125,691.89697265625
aug1_96_1.png,900,900,Last Name,354.56463623046875,297.8023986816406,381.3031921386719,355.69073486328125
aug1_96_1.png,900,900,First Name,314.9002990722656,295.4520263671875,348.37945556640625,426.8304138183594
aug1_96_1.png,900,900,Dob,246.48736572265625,284.261474609375,280.1755676269531,417.62890625
aug1_96_1.png,900,900,Address,194.27059936523438,376.75799560546875,234.23350524902344,551.1099243164062
aug1_96_1.png,900,900,Country,281.7644958496094,285.8263854980469,314.1983642578125,407.25958251953125
aug1_96_1.png,900,900,Id number,343.93878173828125,567.8374633789062,381.0316467285156,686.8097534179688
aug1_100_1.png,900,900,Last Name,361.5289306640625,291.92425537109375,391.9342041015625,350.7200927734375
aug1_100_1.png,900,900,First Name,316.991455078125,287.352294921875,359.2618713378906,418.85028076171875
aug1_100_1.png,900,900,Dob,249.38702392578125,271.4313659667969,292.0047302246094,404.89892578125
aug1_100_1.png,900,900,Address,188.00088500976562,360.35906982421875,239.70779418945312,534.5510864257812
aug1_100_1.png,900,900,Country,285.30157470703125,275.36578369140625,325.83551025390625,397.0156555175781
aug1_100_1.png,900,900,Id number,327.86041259765625,561.0050659179688,372.7974548339844,680.5687866210938
aug1_104_1.png,900,900,Last Name,368.9242248535156,286.8161926269531,402.8480529785156,346.2331237792969
aug1_104_1.png,900,900,First Name,319.7306213378906,280.0450134277344,370.5863952636719,411.0218811035156
aug1_104_1.png,900,900,Dob,253.26406860351562,259.4712219238281,304.6036682128906,392.388671875
aug1_104_1.png,900,900,Address,183.00759887695312,344.3968505859375,246.20660400390625,517.580322265625
aug1_104_1.png,900,900,Country,289.6410217285156,265.7559509277344,338.07757568359375,387.0298767089844
aug1_104_1.png,900,900,Id number,312.3771057128906,553.6318969726562,364.9393615722656,673.2045288085938
aug1_108_1.png,900,900,Last Name,376.71453857421875,282.5032043457031,413.9916687011719,342.251708984375
aug1_108_1.png,900,900,First Name,323.10443115234375,273.5657043457031,382.29779052734375,403.3833923339844
aug1_108_1.png,900,900,Dob,258.0995788574219,248.43930053710938,317.91094970703125,380.15911865234375
aug1_108_1.png,900,900,Address,179.31507873535156,328.9491271972656,253.69827270507812,500.2803039550781
aug1_108_1.png,900,900,Country,294.7617492675781,257.04376220703125,350.8648986816406,377.35089111328125
aug1_108_1.png,900,900,Id number,297.56427001953125,545.7537841796875,357.49566650390625,664.7528686523438
aug1_112_1.png,900,900,Last Name,384.86187744140625,279.0061950683594,425.3106994628906,338.79522705078125
aug1_112_1.png,900,900,First Name,327.09649658203125,267.94598388671875,394.3390197753906,395.9720153808594
aug1_112_1.png,900,900,Dob,263.8700256347656,238.38938903808594,331.86175537109375,368.269775390625
aug1_112_1.png,900,900,Address,176.94131469726562,314.0911560058594,262.14630126953125,482.7353210449219
aug1_112_1.png,900,900,Country,300.6387634277344,249.27163696289062,364.1352233886719,368.0258483886719
aug1_112_1.png,900,900,Id number,283.4941101074219,537.4092407226562,350.5026550292969,655.2548828125
aug1_116_1.png,900,900,Last Name,393.3265380859375,276.34228515625,436.75,335.8805236816406
aug1_116_1.png,900,900,First Name,331.6872863769531,263.21319580078125,406.65142822265625,388.8238525390625
aug1_116_1.png,900,900,Dob,270.5472412109375,229.3704071044922,346.38812255859375,356.7786560058594
aug1_116_1.png,900,900,Address,175.89785766601562,299.89532470703125,271.5095520019531,465.0308532714844
aug1_116_1.png,900,900,Country,307.2434387207031,242.47743225097656,377.8238525390625,359.10015869140625
aug1_116_1.png,900,900,Id number,270.235107421875,528.6387939453125,343.994384765625,644.7569580078125
aug1_120_1.png,900,900,Last Name,402.06732177734375,274.5243835449219,448.2538757324219,333.5218200683594
aug1_120_1.png,900,900,First Name,336.8545227050781,259.3904113769531,419.1750183105469,381.9737243652344
aug1_120_1.png,900,900,Dob,278.0987548828125,221.4263153076172,361.4192810058594,345.7416687011719
aug1_120_1.png,900,900,Address,176.18980407714844,286.4307861328125,281.74237060546875,447.253173828125
aug1_120_1.png,900,900,Country,314.54364013671875,236.6942596435547,391.8641357421875,350.6173095703125
aug1_120_1.png,900,900,Id number,257.8519287109375,519.4852294921875,338.0025634765625,633.3101806640625
aug1_124_1.png,900,900,Last Name,411.0416564941406,273.5614013671875,459.7662353515625,331.7305603027344
aug1_124_1.png,900,900,First Name,342.5729675292969,256.49627685546875,431.84881591796875,375.45501708984375
aug1_124_1.png,900,900,Dob,286.4877624511719,214.59580993652344,376.8819885253906,335.212646484375
aug1_124_1.png,900,900,Address,177.8157196044922,273.76312255859375,292.794921875,429.4888610839844
aug1_124_1.png,900,900,Country,322.5037536621094,231.95030212402344,406.1876525878906,342.61865234375
aug1_124_1.png,900,900,Id number,246.40489196777344,509.9931335449219,332.556396484375,620.9703369140625
aug1_128_1.png,900,900,Last Name,420.20574951171875,273.4580078125,471.23101806640625,330.5155029296875
aug1_128_1.png,900,900,First Name,348.8147888183594,254.54486083984375,444.61102294921875,369.29949951171875
aug1_128_1.png,900,900,Dob,295.6733703613281,208.91217041015625,392.700927734375,325.2428283691406
aug1_128_1.png,900,900,Address,180.76768493652344,261.9540710449219,304.6133728027344,411.8244934082031
aug1_128_1.png,900,900,Country,331.08502197265625,228.26864624023438,420.724609375,335.1431579589844
aug1_128_1.png,900,900,Id number,235.94972229003906,500.20880126953125,327.6824035644531,607.797607421875
aug1_132_1.png,900,900,Last Name,429.5150146484375,274.2147216796875,482.5923767089844,329.882568359375
aug1_132_1.png,900,900,First Name,355.5495910644531,253.54568481445312,457.39947509765625,363.5371398925781
aug1_132_1.png,900,900,Dob,305.6108703613281,204.40309143066406,408.79901123046875,315.8808288574219
aug1_132_1.png,900,900,Address,185.03134155273438,251.06118774414062,317.1401062011719,394.3460998535156
aug1_132_1.png,900,900,Country,340.24560546875,225.66725158691406,435.4041748046875,328.22723388671875
aug1_132_1.png,900,900,Id number,226.5373992919922,490.1798095703125,323.404296875,593.8560180664062
aug1_136_1.png,900,900,Last Name,438.9241027832031,275.82781982421875,493.7949523925781,329.8348388671875
aug1_136_1.png,900,900,First Name,362.7445373535156,253.5036163330078,470.1518859863281,358.1960144042969
aug1_136_1.png,900,900,Dob,316.2518005371094,201.0905303955078,425.0978088378906,307.1722412109375
aug1_136_1.png,900,900,Address,190.58587646484375,241.13748168945312,330.31414794921875,377.13885498046875
aug1_136_1.png,900,900,Country,349.9409484863281,224.1587677001953,450.1548767089844,321.9045715332031
aug1_136_1.png,900,900,Id number,218.21376037597656,479.955078125,319.74298095703125,579.213623046875
aug1_140_1.png,900,900,Last Name,448.3871154785156,278.28948974609375,504.7841491699219,330.3725280761719
aug1_140_1.png,900,900,First Name,370.3645935058594,254.41885375976562,482.8061218261719,353.3021240234375
aug1_140_1.png,900,900,Dob,327.5443420410156,198.9906463623047,441.5179443359375,299.15948486328125
aug1_140_1.png,900,900,Address,197.40426635742188,232.23135375976562,344.0712890625,360.2865905761719
aug1_140_1.png,900,900,Country,360.12371826171875,223.75057983398438,464.9048156738281,316.20599365234375
aug1_140_1.png,900,900,Id number,211.0193634033203,469.58441162109375,316.71624755859375,563.9417114257812
aug1_144_1.png,900,900,Last Name,457.8580017089844,281.58770751953125,515.5064697265625,331.4930419921875
